timestamp,account,symbol,side,execution_price,size,value,leverage,closedPnL,sentiment,fg_value,is_winner
2023-01-03 11:03:19,trader_004,BTC-USD,long,71128.7251,4.3734,311074.37,6.3,29.87,Neutral,51.3,1
2023-01-03 11:11:40,trader_013,ARB-USD,long,1.3769,1.8621,2.56,9.0,-47.29,Neutral,51.3,0
2023-01-03 11:25:07,trader_009,SOL-USD,short,67.0078,2.8384,190.19,11.8,-85.2,Neutral,51.3,0
2023-01-03 11:39:29,trader_071,BTC-USD,short,50472.7105,1.324,66825.87,6.5,16.39,Neutral,51.3,1
2023-01-03 11:47:09,trader_027,BTC-USD,short,69755.3284,10.4729,730540.58,15.2,19.94,Neutral,51.3,1
2023-01-03 11:47:18,trader_025,DOGE-USD,long,0.1507,0.3954,0.06,14.8,35.19,Neutral,51.3,1
2023-01-03 13:25:46,trader_050,ARB-USD,long,1.6968,1.7037,2.89,15.2,121.26,Neutral,51.3,1
2023-01-03 13:36:22,trader_019,ARB-USD,short,0.9877,6.0621,5.99,2.5,-18.91,Neutral,51.3,0
2023-01-03 13:37:00,trader_016,ARB-USD,long,1.1802,15.2453,17.99,6.2,-28.84,Neutral,51.3,0
2023-01-03 14:22:57,trader_032,BTC-USD,long,58902.1176,1.8651,109858.34,6.9,20.68,Neutral,51.3,1
2023-01-03 14:46:18,trader_000,BTC-USD,short,62609.5198,2.4592,153969.33,4.9,-126.57,Neutral,51.3,0
2023-01-03 15:04:47,trader_027,BTC-USD,short,57972.64,26.3891,1529845.79,22.1,-21.55,Neutral,51.3,0
2023-01-03 15:12:51,trader_053,ETH-USD,short,1326.4734,4.8465,6428.75,30.0,75.86,Neutral,51.3,1
2023-01-03 15:26:04,trader_052,DOGE-USD,long,0.1982,5.3906,1.07,12.5,-20.93,Neutral,51.3,0
2023-01-03 15:36:41,trader_012,BTC-USD,long,33056.4799,5.103,168687.22,3.2,93.23,Neutral,51.3,1
2023-01-03 16:04:42,trader_058,BTC-USD,long,61635.2361,8.8345,544516.49,11.5,54.08,Neutral,51.3,1
2023-01-03 17:10:10,trader_004,SOL-USD,short,113.6678,4.684,532.42,11.0,58.01,Neutral,51.3,1
2023-01-03 17:19:13,trader_065,BTC-USD,long,41696.5584,3.9039,162779.19,10.8,-89.28,Neutral,51.3,0
2023-01-03 17:25:04,trader_031,BTC-USD,short,23543.6821,0.7595,17881.43,9.1,-42.2,Neutral,51.3,0
2023-01-03 17:39:57,trader_017,ARB-USD,long,1.7104,1.7028,2.91,10.4,147.79,Neutral,51.3,1
2023-01-03 17:47:44,trader_056,ETH-USD,long,3496.0918,5.5482,19397.02,7.4,-4.63,Neutral,51.3,0
2023-01-03 17:50:39,trader_056,ARB-USD,long,0.6115,2.9976,1.83,15.3,26.85,Neutral,51.3,1
2023-01-03 18:17:08,trader_068,ETH-USD,long,1227.4457,2.7312,3352.4,1.6,-12.29,Neutral,51.3,0
2023-01-03 18:39:18,trader_027,BTC-USD,long,65837.5843,6.9449,457235.44,13.9,194.91,Neutral,51.3,1
2023-01-03 20:45:06,trader_074,BTC-USD,long,66944.6729,4.8865,327125.14,12.4,15.99,Neutral,51.3,1
2023-01-03 22:45:27,trader_033,ETH-USD,short,3430.0471,1.3087,4488.9,28.5,-44.59,Neutral,51.3,0
2023-01-03 22:59:15,trader_043,ETH-USD,short,2891.7494,0.5629,1627.77,30.0,196.5,Neutral,51.3,1
2023-01-03 23:24:13,trader_042,BTC-USD,long,66831.5653,6.1703,412370.81,5.2,17.83,Neutral,51.3,1
2023-01-04 01:13:20,trader_024,BTC-USD,short,20292.2295,18.3586,372536.92,5.0,-39.83,Neutral,53.9,0
2023-01-04 04:02:55,trader_028,BTC-USD,short,20391.463,62.2595,1269562.29,11.5,7.28,Neutral,53.9,1
2023-01-04 05:26:58,trader_079,ETH-USD,long,1535.8905,1.3891,2133.51,1.0,7.99,Neutral,53.9,1
2023-01-04 05:56:48,trader_052,BTC-USD,long,46615.2292,8.7248,406708.55,9.5,180.05,Neutral,53.9,1
2023-01-04 06:38:13,trader_003,ETH-USD,short,1642.9177,1.9683,3233.75,9.7,-18.33,Neutral,53.9,0
2023-01-04 06:40:12,trader_005,ARB-USD,short,0.6177,22.0246,13.6,5.9,-101.66,Neutral,53.9,0
2023-01-04 08:22:13,trader_023,BTC-USD,short,41538.2673,6.8308,283739.6,12.6,25.83,Neutral,53.9,1
2023-01-04 08:23:48,trader_005,BTC-USD,short,18803.2784,4.7765,89813.86,3.5,101.7,Neutral,53.9,1
2023-01-04 09:01:28,trader_005,DOGE-USD,short,0.1308,10.6682,1.4,4.4,-187.23,Neutral,53.9,0
2023-01-04 09:08:58,trader_073,DOGE-USD,long,0.0518,1.9399,0.1,15.6,37.29,Neutral,53.9,1
2023-01-04 09:27:40,trader_062,BTC-USD,short,44765.0634,3.3351,149295.96,6.0,52.99,Neutral,53.9,1
2023-01-04 09:33:08,trader_008,ETH-USD,long,2802.1409,16.3115,45707.12,3.6,37.72,Neutral,53.9,1
2023-01-04 09:41:55,trader_028,ETH-USD,short,3695.663,4.0325,14902.76,8.5,68.65,Neutral,53.9,1
2023-01-04 09:58:47,trader_011,DOGE-USD,short,0.0544,6.5961,0.36,5.6,-101.18,Neutral,53.9,0
2023-01-04 10:08:53,trader_030,ETH-USD,short,1747.9534,26.9724,47146.5,8.3,-59.42,Neutral,53.9,0
2023-01-04 10:19:10,trader_064,BTC-USD,long,28003.0332,19.84,555580.18,16.4,-233.08,Neutral,53.9,0
2023-01-04 10:37:42,trader_026,BTC-USD,short,53340.7629,5.1973,277227.95,3.3,-4.33,Neutral,53.9,0
2023-01-04 10:44:43,trader_075,BTC-USD,short,47763.0131,5.8368,278783.15,9.3,-112.61,Neutral,53.9,0
2023-01-04 10:46:26,trader_063,BTC-USD,long,42682.9824,17.4125,743217.43,17.6,159.59,Neutral,53.9,1
2023-01-04 10:53:28,trader_063,ETH-USD,long,2216.4091,1.3676,3031.16,17.1,11.05,Neutral,53.9,1
2023-01-04 12:16:43,trader_062,ETH-USD,short,3140.5982,6.7871,21315.55,4.5,38.78,Neutral,53.9,1
2023-01-04 12:38:04,trader_019,BTC-USD,long,28450.3613,2.5411,72295.21,3.0,34.09,Neutral,53.9,1
2023-01-04 13:04:01,trader_045,ETH-USD,long,3781.7909,7.4662,28235.61,10.7,-9.03,Neutral,53.9,0
2023-01-04 13:28:19,trader_071,SOL-USD,short,26.0007,3.065,79.69,2.7,30.75,Neutral,53.9,1
2023-01-04 13:29:13,trader_071,BTC-USD,short,37699.604,51.7839,1952232.52,6.1,-70.21,Neutral,53.9,0
2023-01-04 13:30:08,trader_030,BTC-USD,short,71622.8382,5.8291,417496.69,12.1,29.66,Neutral,53.9,1
2023-01-04 14:00:01,trader_012,BTC-USD,long,44468.3635,10.7328,477270.05,1.2,32.76,Neutral,53.9,1
2023-01-04 14:14:58,trader_053,ETH-USD,short,1671.8973,7.6952,12865.58,9.2,-66.8,Neutral,53.9,0
2023-01-04 14:29:37,trader_075,BTC-USD,short,40011.9888,2.5582,102358.67,5.7,52.56,Neutral,53.9,1
2023-01-04 15:13:47,trader_008,ARB-USD,short,1.5904,9.9434,15.81,5.2,10.86,Neutral,53.9,1
2023-01-04 15:22:33,trader_011,ETH-USD,short,2756.6131,4.7259,13027.48,8.9,-45.29,Neutral,53.9,0
2023-01-04 16:12:01,trader_001,SOL-USD,long,129.3824,7.7099,997.53,22.5,-9.18,Neutral,53.9,0
2023-01-04 16:23:52,trader_063,DOGE-USD,short,0.1819,1.774,0.32,21.3,75.1,Neutral,53.9,1
2023-01-04 16:51:53,trader_021,BTC-USD,long,37683.0281,3.4209,128909.87,2.3,-6.21,Neutral,53.9,0
2023-01-04 18:13:56,trader_053,BTC-USD,short,55325.1385,1.0025,55463.45,17.5,162.23,Neutral,53.9,1
2023-01-04 19:11:10,trader_021,BTC-USD,long,41686.0956,2.506,104465.36,2.9,-102.79,Neutral,53.9,0
2023-01-04 19:46:13,trader_004,BTC-USD,long,49133.454,1.3509,66374.38,9.9,31.62,Neutral,53.9,1
2023-01-04 19:53:38,trader_061,ARB-USD,long,1.8105,4.2688,7.73,8.7,19.88,Neutral,53.9,1
2023-01-04 20:15:39,trader_035,DOGE-USD,short,0.1461,1.1983,0.18,29.9,53.71,Neutral,53.9,1
2023-01-04 21:48:57,trader_036,BTC-USD,long,64788.1664,3.4409,222929.6,2.5,50.38,Neutral,53.9,1
2023-01-04 22:01:47,trader_034,BTC-USD,long,50364.5481,2.4403,122904.61,17.3,119.06,Neutral,53.9,1
2023-01-04 22:27:11,trader_060,ARB-USD,short,1.672,2.1906,3.66,20.0,83.9,Neutral,53.9,1
2023-01-04 23:06:00,trader_057,ETH-USD,short,1517.9544,0.6666,1011.87,11.9,83.5,Neutral,53.9,1
2023-01-05 00:02:42,trader_030,BTC-USD,long,33366.4274,1.0643,35511.89,13.8,-36.99,Neutral,59.8,0
2023-01-05 00:30:13,trader_024,ARB-USD,long,1.7987,3.4897,6.28,4.6,-1.07,Neutral,59.8,0
2023-01-05 03:13:25,trader_033,ARB-USD,short,1.4248,2.538,3.62,27.6,225.1,Neutral,59.8,1
2023-01-05 03:26:50,trader_044,ETH-USD,short,1993.5095,4.0492,8072.12,1.0,-55.79,Neutral,59.8,0
2023-01-05 03:28:13,trader_051,BTC-USD,short,69597.2853,1.9784,137691.27,10.1,-39.78,Neutral,59.8,0
2023-01-05 03:28:59,trader_068,BTC-USD,long,28211.3199,11.2188,316497.16,2.4,-70.11,Neutral,59.8,0
2023-01-05 06:02:12,trader_049,BTC-USD,short,56913.5634,2.0824,118516.8,20.3,90.63,Neutral,59.8,1
2023-01-05 06:22:39,trader_060,BTC-USD,long,40281.9379,2.4286,97828.71,22.3,94.84,Neutral,59.8,1
2023-01-05 06:22:49,trader_044,BTC-USD,long,42090.7508,3.6881,155234.9,2.3,-63.29,Neutral,59.8,0
2023-01-05 08:25:24,trader_007,BTC-USD,short,16362.1715,2.9079,47579.56,8.2,23.98,Neutral,59.8,1
2023-01-05 08:35:36,trader_044,ARB-USD,long,1.475,1.0734,1.58,2.7,-12.99,Neutral,59.8,0
2023-01-05 08:39:57,trader_051,ETH-USD,short,3246.3518,4.5927,14909.52,9.9,-9.72,Neutral,59.8,0
2023-01-05 08:56:30,trader_078,DOGE-USD,short,0.1996,2.1451,0.43,2.9,-100.57,Neutral,59.8,0
2023-01-05 09:11:53,trader_007,DOGE-USD,short,0.0513,9.9754,0.51,5.2,45.25,Neutral,59.8,1
2023-01-05 09:23:45,trader_056,SOL-USD,long,144.6926,6.8899,996.92,12.0,-15.5,Neutral,59.8,0
2023-01-05 09:40:25,trader_023,SOL-USD,short,84.4696,3.8249,323.09,28.2,-45.71,Neutral,59.8,0
2023-01-05 09:44:29,trader_008,DOGE-USD,long,0.1908,1.3472,0.26,6.5,-26.38,Neutral,59.8,0
2023-01-05 09:52:49,trader_004,ETH-USD,long,3797.8511,66.3862,252124.9,9.5,-74.19,Neutral,59.8,0
2023-01-05 10:14:01,trader_048,BTC-USD,long,54852.9272,0.7515,41221.97,5.6,138.51,Neutral,59.8,1
2023-01-05 10:16:30,trader_070,BTC-USD,short,56357.4006,5.1582,290702.74,7.4,-31.84,Neutral,59.8,0
2023-01-05 10:48:02,trader_025,ETH-USD,long,3042.6587,8.7892,26742.54,13.4,128.08,Neutral,59.8,1
2023-01-05 11:09:17,trader_066,BTC-USD,long,20204.1958,18.231,368342.69,18.6,79.83,Neutral,59.8,1
2023-01-05 12:24:42,trader_022,BTC-USD,long,59166.3568,5.6576,334739.58,1.3,-46.17,Neutral,59.8,0
2023-01-05 13:44:14,trader_063,ETH-USD,short,1094.9723,1.319,1444.27,18.9,-172.3,Neutral,59.8,0
2023-01-05 14:16:26,trader_025,ARB-USD,short,0.957,2.8873,2.76,21.7,145.28,Neutral,59.8,1
2023-01-05 16:04:33,trader_000,ARB-USD,short,1.3746,4.0447,5.56,7.2,6.16,Neutral,59.8,1
2023-01-05 16:15:08,trader_075,ETH-USD,long,2923.3059,3.6436,10651.36,8.0,52.21,Neutral,59.8,1
2023-01-05 16:16:52,trader_061,ETH-USD,short,2852.6042,1.8385,5244.51,10.0,59.18,Neutral,59.8,1
2023-01-05 16:20:13,trader_016,ARB-USD,short,1.3442,4.4411,5.97,7.1,-173.42,Neutral,59.8,0
2023-01-05 17:13:50,trader_046,ARB-USD,short,0.9655,6.4426,6.22,5.0,42.13,Neutral,59.8,1
2023-01-05 17:15:41,trader_024,BTC-USD,long,20909.2132,6.8049,142285.1,5.3,-108.26,Neutral,59.8,0
2023-01-05 17:32:41,trader_052,ETH-USD,long,2891.4835,10.1145,29245.91,14.7,45.54,Neutral,59.8,1
2023-01-05 19:37:32,trader_029,BTC-USD,short,23648.8864,9.5819,226601.26,8.5,123.62,Neutral,59.8,1
2023-01-05 20:31:46,trader_055,DOGE-USD,short,0.1176,1.2334,0.15,13.0,-16.43,Neutral,59.8,0
2023-01-05 23:27:22,trader_007,ETH-USD,long,1401.1619,17.8604,25025.31,2.1,-34.74,Neutral,59.8,0
2023-01-06 00:08:33,trader_055,SOL-USD,short,79.2891,11.0193,873.71,21.8,-74.25,Neutral,58.3,0
2023-01-06 03:35:25,trader_061,BTC-USD,short,53515.3738,7.5924,406310.12,12.5,103.88,Neutral,58.3,1
2023-01-06 04:11:15,trader_006,ARB-USD,short,1.6411,5.2056,8.54,16.8,-100.71,Neutral,58.3,0
2023-01-06 04:48:32,trader_009,BTC-USD,long,33198.0479,1.7138,56894.81,11.7,37.29,Neutral,58.3,1
2023-01-06 06:26:21,trader_016,BTC-USD,long,70524.4505,0.7306,51525.16,7.6,-7.87,Neutral,58.3,0
2023-01-06 07:58:12,trader_011,BTC-USD,long,44514.7592,0.8538,38006.7,3.6,108.09,Neutral,58.3,1
2023-01-06 08:19:16,trader_069,BTC-USD,short,67562.7443,2.1908,148016.46,30.0,103.4,Neutral,58.3,1
2023-01-06 08:41:54,trader_006,BTC-USD,short,47150.3138,8.1678,385114.33,14.3,-28.08,Neutral,58.3,0
2023-01-06 09:00:16,trader_000,ETH-USD,long,2660.8128,1.5191,4042.04,7.2,-80.57,Neutral,58.3,0
2023-01-06 10:02:40,trader_018,DOGE-USD,short,0.1714,6.6417,1.14,8.6,61.24,Neutral,58.3,1
2023-01-06 10:33:39,trader_020,BTC-USD,short,21956.7945,4.013,88112.62,5.8,83.25,Neutral,58.3,1
2023-01-06 11:41:07,trader_060,ETH-USD,short,1804.3376,2.762,4983.58,8.0,-220.68,Neutral,58.3,0
2023-01-06 12:02:42,trader_005,BTC-USD,short,48585.1875,8.4687,411453.38,6.7,-37.74,Neutral,58.3,0
2023-01-06 12:13:02,trader_058,ARB-USD,long,1.2931,38.905,50.31,6.1,-23.61,Neutral,58.3,0
2023-01-06 12:14:32,trader_057,BTC-USD,short,71579.0709,3.281,234850.93,16.1,27.78,Neutral,58.3,1
2023-01-06 12:18:19,trader_077,ETH-USD,short,1291.0401,5.3215,6870.27,20.5,-252.67,Neutral,58.3,0
2023-01-06 12:19:57,trader_025,BTC-USD,long,42679.3591,6.9391,296156.34,17.4,7.11,Neutral,58.3,1
2023-01-06 12:37:08,trader_066,BTC-USD,short,42300.308,5.5541,234940.14,24.0,-53.47,Neutral,58.3,0
2023-01-06 13:05:52,trader_065,BTC-USD,short,32023.5624,7.028,225061.6,11.9,-116.56,Neutral,58.3,0
2023-01-06 13:09:45,trader_064,ETH-USD,short,2122.9767,28.093,59640.78,13.0,77.38,Neutral,58.3,1
2023-01-06 13:19:20,trader_001,BTC-USD,short,54537.7685,3.1134,169797.89,9.7,150.89,Neutral,58.3,1
2023-01-06 13:52:18,trader_008,SOL-USD,short,200.1835,78.9509,15804.67,4.4,-18.6,Neutral,58.3,0
2023-01-06 14:10:42,trader_059,BTC-USD,long,50582.1467,13.0942,662332.75,5.3,128.16,Neutral,58.3,1
2023-01-06 15:12:53,trader_025,ETH-USD,short,2357.0591,6.9761,16443.08,23.4,-122.55,Neutral,58.3,0
2023-01-06 15:37:36,trader_045,DOGE-USD,short,0.0744,7.6047,0.57,18.9,-9.4,Neutral,58.3,0
2023-01-06 15:54:02,trader_057,BTC-USD,long,41611.8517,6.1937,257731.33,11.4,-112.42,Neutral,58.3,0
2023-01-06 16:09:04,trader_046,BTC-USD,long,60761.3196,1.3701,83249.08,5.6,-93.64,Neutral,58.3,0
2023-01-06 17:28:28,trader_076,ETH-USD,long,2249.9475,8.9124,20052.43,18.8,56.69,Neutral,58.3,1
2023-01-06 17:42:38,trader_012,SOL-USD,short,68.2129,2.3162,157.99,2.1,-39.92,Neutral,58.3,0
2023-01-06 19:42:42,trader_011,BTC-USD,short,42048.1679,1.1039,46416.97,4.6,205.7,Neutral,58.3,1
2023-01-06 21:05:24,trader_003,BTC-USD,long,35210.0319,4.2173,148491.27,13.5,29.89,Neutral,58.3,1
