account,symbol,execution_price,size,side,time,start_position,event,closedPnL,leverage
0x004baaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.0703,2.427803,SELL,2023-07-05 07:08:00,-3.363441,FILL,-0.0463,10
0x0040aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,26978.3922,0.900488,BUY,2024-03-16 03:09:00,3.145747,FILL,0.0,20
0x0015aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.2595,0.054954,BUY,2023-07-17 12:38:00,3.772005,FILL,0.0,5
0x0044aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,24.1933,0.717223,BUY,2023-12-15 23:07:00,3.165994,FILL,0.0,20
0x0045aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,24.5435,0.254219,SELL,2023-02-27 09:27:00,-1.986221,FILL,-0.4175,2
0x003baaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,32228.4844,0.102962,SELL,2024-05-12 16:48:00,3.995746,FILL,1.5981,2
0x0041aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,28955.021,1.220504,SELL,2024-03-06 20:32:00,1.24238,FILL,101.376,10
0x001aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,1593.1249,0.589811,SELL,2024-01-26 05:34:00,-1.650944,FILL,16.0379,50
0x0044aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,26753.4487,0.832128,SELL,2023-09-08 00:07:00,0.334611,FILL,833.0508,3
0x0028aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,2012.702,0.307112,BUY,2023-05-04 18:05:00,-1.882779,FILL,0.0,1
0x003faaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,27736.4023,0.748768,BUY,2023-03-07 21:30:00,2.439463,FILL,0.0,10
0x0016aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,21.5015,2.262848,SELL,2024-05-08 06:59:00,3.767656,FILL,0.5868,10
0x001aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,23.8156,1.810907,SELL,2023-12-10 20:23:00,-3.500826,FILL,-0.5753,5
0x0043aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.1025,1.310886,BUY,2023-05-07 07:04:00,1.411476,FILL,0.0,3
0x0003aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.0847,1.323673,BUY,2023-10-29 07:00:00,0.427244,FILL,0.0,1
0x0008aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,1665.9715,0.173508,BUY,2024-04-08 01:55:00,4.084506,FILL,0.0,3
0x000aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.082,0.299374,BUY,2023-05-23 21:31:00,-0.991486,FILL,0.0,2
0x0046aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,1779.4831,0.598927,SELL,2023-05-05 15:51:00,1.114542,FILL,84.5239,5
0x0019aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,25662.9917,2.97135,BUY,2023-12-04 13:22:00,4.224994,FILL,0.0,5
0x0035aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.2746,0.902242,BUY,2023-12-11 20:41:00,-3.47461,FILL,0.0,1
0x0008aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.2275,0.130734,SELL,2024-02-14 03:15:00,2.364442,FILL,0.0091,2
0x0019aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.0904,0.456862,SELL,2023-03-13 13:11:00,-3.86762,FILL,0.001,3
0x003caaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,2061.8142,6.331543,BUY,2023-08-15 17:06:00,-1.009973,FILL,0.0,1
0x0046aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,25992.8547,0.844345,BUY,2024-04-19 07:10:00,-1.648028,FILL,0.0,5
0x003faaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.309,1.172454,BUY,2024-03-18 12:57:00,4.198556,FILL,0.0,1
0x0016aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.1447,0.049101,BUY,2023-07-19 08:59:00,-1.530468,FILL,0.0,50
0x003baaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,26.7813,0.111257,SELL,2023-12-23 23:50:00,-0.475605,FILL,-0.0233,10
0x003faaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,1606.0628,0.496684,BUY,2023-06-01 06:03:00,-0.810746,FILL,0.0,10
0x0046aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,33733.6131,0.133682,SELL,2023-01-30 01:37:00,1.322643,FILL,146.1724,5
0x0041aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.0683,0.07902,BUY,2023-01-30 16:05:00,1.635374,FILL,0.0,50
0x0018aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,27102.3237,0.224864,BUY,2023-12-12 07:25:00,4.968743,FILL,0.0,1
0x0049aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,1801.1853,0.424144,BUY,2023-11-14 02:26:00,0.95385,FILL,0.0,20
0x004baaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.0696,0.228621,SELL,2024-04-23 08:13:00,3.980543,FILL,0.0003,20
0x0029aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,1640.7754,6.532434,SELL,2023-07-22 04:42:00,-4.342914,FILL,-355.9869,20
0x0027aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.2992,2.004581,SELL,2024-04-20 02:00:00,-0.592373,FILL,-0.2078,5
0x0050aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.0776,0.15402,BUY,2023-02-07 17:13:00,-3.180719,FILL,0.0,10
0x0022aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,1995.3642,0.612966,SELL,2024-03-27 02:56:00,-2.292553,FILL,-5.4994,2
0x0030aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,26.08,0.84757,BUY,2023-08-13 17:45:00,-0.912658,FILL,0.0,3
0x004faaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.0686,0.812344,BUY,2023-12-08 17:19:00,1.589239,FILL,0.0,20
0x000eaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,1544.6318,0.23089,SELL,2023-03-01 03:47:00,1.718927,FILL,-7.5373,10
0x0014aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,21.3978,0.241361,SELL,2023-11-06 06:45:00,-3.214553,FILL,0.0153,3
0x001baaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,26.1456,0.438896,SELL,2023-05-09 01:05:00,-2.568278,FILL,-0.1207,20
0x0037aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,26.667,0.397578,BUY,2023-01-02 10:49:00,3.556965,FILL,0.0,2
0x0022aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,1978.3187,2.594127,SELL,2023-10-10 22:27:00,-2.950157,FILL,-155.0518,10
0x0002aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,28138.3296,0.094144,BUY,2024-04-28 22:57:00,3.926717,FILL,0.0,2
0x0046aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,32856.9921,2.919872,SELL,2023-10-26 17:09:00,-1.203076,FILL,-3573.2221,5
0x0011aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,30812.6545,0.221031,SELL,2023-07-06 01:57:00,-0.905883,FILL,154.5351,3
0x001baaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,1828.1055,0.121703,BUY,2023-07-01 17:56:00,-0.638735,FILL,0.0,50
0x0035aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.0751,1.321378,BUY,2024-04-18 07:55:00,2.998553,FILL,0.0,2
0x0017aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.1731,0.484758,BUY,2023-04-02 23:59:00,-4.775307,FILL,0.0,3
0x0035aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,1675.0858,4.314979,SELL,2023-03-23 22:06:00,-2.421123,FILL,145.7714,5
0x0005aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.0702,0.137849,BUY,2023-04-13 14:22:00,-2.276927,FILL,0.0,3
0x001eaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,1539.931,0.553037,BUY,2023-12-04 06:25:00,4.142988,FILL,0.0,3
0x0024aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,26559.7597,0.098005,SELL,2023-06-29 20:32:00,0.54178,FILL,43.0947,5
0x0045aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,26.1357,0.312768,BUY,2023-03-01 08:11:00,-4.890042,FILL,0.0,10
0x0022aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,26731.9707,0.846869,BUY,2023-11-02 13:22:00,4.000186,FILL,0.0,20
0x0029aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.3346,2.527893,BUY,2023-07-17 18:12:00,1.650367,FILL,0.0,3
0x0006aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.0831,2.404513,BUY,2023-09-24 17:43:00,4.144119,FILL,0.0,20
0x001aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,24.3908,0.733789,SELL,2023-02-05 21:58:00,-4.53034,FILL,-1.2724,3
0x0050aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,22.4971,0.353045,BUY,2024-01-04 09:32:00,1.031521,FILL,0.0,3
0x0035aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,23.0901,0.609822,SELL,2023-12-23 09:35:00,-1.443273,FILL,-0.6438,2
0x0019aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.2789,0.225015,SELL,2023-12-13 23:57:00,-0.239496,FILL,0.005,2
0x004faaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.0839,0.086577,SELL,2023-07-27 17:53:00,-2.850596,FILL,0.0,1
0x0027aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,21.4839,0.598032,BUY,2023-08-09 18:38:00,-2.37736,FILL,0.0,20
0x002aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.2342,0.497339,SELL,2023-08-15 21:13:00,0.968428,FILL,-0.0121,10
0x003daaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,1710.4917,0.351579,BUY,2023-05-26 16:42:00,-4.248622,FILL,0.0,20
0x0050aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,26.7114,0.637229,BUY,2024-02-24 07:43:00,-0.045087,FILL,0.0,3
0x001daaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,1901.7373,0.105283,BUY,2023-01-13 01:15:00,3.191023,FILL,0.0,5
0x004faaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,32694.7429,0.335032,SELL,2023-08-01 20:36:00,0.902307,FILL,-357.4598,2
0x0032aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.15,1.266599,SELL,2023-05-05 04:41:00,0.419009,FILL,-0.0576,20
0x0001aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,33356.5125,0.398761,SELL,2023-04-23 05:51:00,1.587834,FILL,325.8942,20
0x0043aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.2692,0.928221,BUY,2023-10-13 07:58:00,3.491957,FILL,0.0,50
0x0010aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.1099,0.108642,BUY,2024-02-15 14:42:00,4.87668,FILL,0.0,10
0x0048aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.0907,0.47187,SELL,2024-05-01 14:39:00,-4.66054,FILL,0.0011,50
0x0041aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.2711,0.571609,SELL,2024-04-04 05:47:00,4.710582,FILL,0.0097,50
0x003daaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.3599,0.403968,SELL,2024-01-20 07:53:00,3.445494,FILL,0.0186,20
0x0024aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.0757,0.461366,SELL,2023-11-17 07:17:00,-3.794331,FILL,-0.0015,5
0x000aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,21.8271,0.825213,BUY,2023-05-20 10:20:00,1.962888,FILL,0.0,10
0x000baaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,1713.5325,0.38513,BUY,2023-04-29 12:44:00,-1.847097,FILL,0.0,2
0x001caaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,30355.4216,0.57226,SELL,2023-07-28 10:34:00,1.258914,FILL,-339.0428,5
0x0036aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,33473.7997,1.419633,BUY,2024-03-02 13:24:00,1.158632,FILL,0.0,50
0x004baaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,27596.6353,1.020459,SELL,2023-09-02 00:22:00,2.987832,FILL,39.7219,3
0x0032aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.3793,1.698973,BUY,2023-09-07 07:17:00,-0.980691,FILL,0.0,5
0x003faaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,29818.8806,0.252441,SELL,2023-06-22 21:43:00,4.840835,FILL,207.72,50
0x0034aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,1944.8676,0.68435,SELL,2024-04-15 04:39:00,2.375823,FILL,-67.1536,10
0x0004aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.106,0.086143,BUY,2023-02-12 20:27:00,-3.895259,FILL,0.0,2
0x003caaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,1721.496,0.182818,BUY,2023-05-14 12:20:00,-2.663922,FILL,0.0,2
0x003baaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,21.5657,0.174809,SELL,2024-01-25 12:17:00,1.796473,FILL,-0.2187,50
0x0036aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,22.8869,0.149487,BUY,2023-08-29 00:47:00,4.499612,FILL,0.0,10
0x0007aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,27.1476,0.42364,BUY,2023-11-29 02:49:00,3.791183,FILL,0.0,20
0x0006aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,34002.5882,0.218989,BUY,2023-04-13 00:39:00,-0.325985,FILL,0.0,2
0x001faaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,1861.2422,1.606336,SELL,2023-12-09 03:36:00,0.126885,FILL,145.4027,2
0x003caaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,22.98,0.297994,SELL,2023-03-27 19:38:00,-3.135617,FILL,-0.123,20
0x000faaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,1950.9756,0.30449,SELL,2023-02-25 18:01:00,4.691026,FILL,-2.9961,3
0x004aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.3382,0.344195,SELL,2024-04-27 22:12:00,2.582385,FILL,-0.0162,1
0x004caaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,1905.8511,0.70502,BUY,2023-12-23 09:54:00,-2.755594,FILL,0.0,20
0x004daaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,27514.3585,0.343111,BUY,2023-06-27 17:27:00,0.369744,FILL,0.0,20
0x0030aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,30836.4594,0.215832,SELL,2023-01-07 13:52:00,3.774609,FILL,32.8843,5
0x000eaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.1156,0.861011,SELL,2023-11-22 14:45:00,0.508574,FILL,0.0312,2
0x0038aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,1576.9729,0.087013,SELL,2023-11-12 17:49:00,-2.402462,FILL,-5.1759,5
0x003caaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.2804,0.215659,SELL,2023-06-15 07:53:00,-2.798168,FILL,-0.0001,1
0x0024aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.266,0.015391,BUY,2024-01-20 14:36:00,0.924078,FILL,0.0,10
0x0031aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,27.4351,0.209429,BUY,2023-09-11 10:11:00,-1.521908,FILL,0.0,5
0x001caaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,26.3351,0.097049,SELL,2023-06-24 08:56:00,3.7863,FILL,0.0355,10
0x0024aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.0871,1.271058,BUY,2023-09-22 06:05:00,3.672942,FILL,0.0,2
0x0035aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.275,0.762264,BUY,2023-12-20 15:41:00,3.370133,FILL,0.0,20
0x003faaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.2711,1.370771,BUY,2023-02-17 09:14:00,2.527166,FILL,0.0,5
0x0020aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,22.4395,2.312991,SELL,2023-08-31 17:33:00,2.435083,FILL,-0.5766,3
0x0037aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.0719,0.21725,SELL,2023-06-30 22:29:00,0.074677,FILL,0.0002,3
0x0028aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,21.2979,0.74622,BUY,2023-03-03 23:12:00,-2.129619,FILL,0.0,3
0x0010aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.0828,0.512474,BUY,2023-04-09 06:47:00,-2.401964,FILL,0.0,5
0x0024aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.0832,0.547063,SELL,2023-02-21 06:18:00,-3.930194,FILL,0.002,2
0x002faaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,1940.9551,0.619082,SELL,2023-01-08 22:34:00,-1.581278,FILL,19.3948,2
0x0024aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,31193.597,0.524561,BUY,2023-10-11 09:44:00,4.320281,FILL,0.0,2
0x003faaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,26422.5876,0.595948,BUY,2023-10-21 09:30:00,-4.321629,FILL,0.0,5
0x0039aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,23.5072,0.752289,BUY,2024-05-09 01:16:00,2.081721,FILL,0.0,50
0x003eaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,26106.1554,0.08183,BUY,2023-07-25 15:04:00,1.209155,FILL,0.0,10
0x0007aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,1554.7007,1.312413,BUY,2024-02-20 18:19:00,3.715368,FILL,0.0,1
0x0020aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,34261.4007,0.721773,SELL,2023-11-07 19:50:00,-4.754131,FILL,-390.0784,10
0x001daaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.0685,0.438592,SELL,2023-08-19 14:19:00,2.704074,FILL,-0.0018,50
0x004caaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.266,0.091251,SELL,2023-10-19 19:03:00,4.971245,FILL,-0.0014,10
0x000daaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,1760.1379,0.146165,BUY,2023-05-16 21:05:00,2.948095,FILL,0.0,2
0x001faaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,1904.5884,0.41858,BUY,2023-03-22 00:26:00,-2.792304,FILL,0.0,5
0x004daaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.0497,1.53527,SELL,2023-01-17 07:18:00,-2.267405,FILL,0.0634,20
0x0025aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.3623,0.400292,BUY,2023-12-18 07:59:00,4.436159,FILL,0.0,3
0x004caaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,1756.6528,0.158801,SELL,2023-02-28 17:14:00,-2.257848,FILL,-10.2706,20
0x0014aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,28.6298,2.630016,BUY,2023-02-06 01:10:00,-0.90666,FILL,0.0,50
0x0028aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.0895,0.245608,SELL,2023-08-13 03:29:00,-4.688659,FILL,-0.0004,20
0x0027aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.2546,1.293505,SELL,2023-09-14 17:31:00,-0.267901,FILL,-0.0167,5
0x000baaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.0912,0.654766,BUY,2024-03-31 13:47:00,2.765969,FILL,0.0,3
0x004eaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,SOL-USD,27.0319,0.397244,BUY,2023-02-16 07:43:00,3.447832,FILL,0.0,50
0x004aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DOGE-USD,0.0863,0.194462,BUY,2024-01-27 21:52:00,-4.674738,FILL,0.0,3
0x004aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,BTC-USD,33787.6306,0.690802,BUY,2023-08-29 16:41:00,1.166503,FILL,0.0,5
0x0024aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ETH-USD,1960.1301,0.178375,SELL,2023-11-22 15:05:00,-3.748142,FILL,-0.522,5
0x002daaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,ARB-USD,1.2668,0.128552,SELL,2023-06-14 21:06:00,-0.084055,FILL,-0.0015,50
